year,geography,geo_level,area,area_name,occ_code,occ_title,tot_emp,h_mean,a_mean,h_median,a_median,h_pct10,h_pct25,h_pct75,h_pct90,a_pct10,a_pct25,a_pct75,a_pct90,source_file
2019,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,560.0,27.78,57790.0,23.38,48620.0,12.85,15.62,32.69,51.59,26720.0,32480.0,68000.0,107300.0,state_M2019_dl.xlsx
2020,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,580.0,27.3,56790.0,22.95,47740.0,12.3,15.57,31.37,47.43,25590.0,32390.0,65250.0,98650.0,state_M2020_dl.xlsx
2021,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,690.0,28.78,59870.0,28.46,59190.0,11.99,14.0,35.92,49.19,24940.0,29120.0,74720.0,102310.0,state_M2021_dl.xlsx
2022,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,740.0,25.3,52620.0,20.0,41600.0,13.4,14.57,30.52,52.51,27870.0,30300.0,63480.0,109230.0,state_M2022_dl.xlsx
2023,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,400.0,29.88,62140.0,22.16,46090.0,14.17,18.17,32.21,59.33,29470.0,37790.0,66990.0,123410.0,state_M2023_dl.xlsx
2024,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,320.0,32.55,67690.0,28.54,59370.0,20.8,23.11,32.91,59.22,43260.0,48060.0,68450.0,123180.0,state_M2024_dl.xlsx
2025,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,830.0,27.97,58180.0,26.14,54370.0,16.79,19.08,34.52,39.96,34920.0,39690.0,71790.0,83120.0,state_M2025_dl.xlsx
2005,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,380.0,15.21,31640.0,13.13,27310.0,7.37,10.76,17.95,22.01,15330.0,22380.0,37330.0,45780.0,MSA_may2005_dl_3.xls
2006,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,410.0,15.94,33150.0,12.1,25160.0,7.7,8.84,17.16,32.23,16020.0,18390.0,35700.0,67050.0,MSA_may2006_dl_3.xls
2007,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,480.0,15.07,31340.0,13.53,28150.0,8.24,11.3,15.54,24.36,17130.0,23500.0,32320.0,50670.0,MSA_May2007_dl_3.xls
2008,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,500.0,16.6,34530.0,14.73,30630.0,8.72,12.26,17.97,29.35,18130.0,25500.0,37370.0,61060.0,MSA_M2008_dl_3.xls
2009,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,490.0,17.16,35700.0,15.7,32650.0,9.24,13.76,18.78,26.08,19220.0,28630.0,39070.0,54250.0,MSA_dl_3.xls
2010,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,460.0,16.81,34960.0,15.89,33060.0,8.84,12.39,18.64,25.63,18380.0,25770.0,38770.0,53310.0,MSA_M2010_dl_3.xls
2011,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,370.0,16.62,34560.0,15.48,32200.0,8.57,10.8,18.58,26.48,17830.0,22450.0,38640.0,55070.0,MSA_M2011_dl_3_OH_WY.xls
2012,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,340.0,15.14,31500.0,15.12,31440.0,8.83,11.23,18.09,21.21,18360.0,23370.0,37630.0,44130.0,MSA_M2012_dl_3_OH_WY.xls
2013,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,250.0,14.22,29570.0,12.51,26010.0,9.43,10.38,17.64,21.99,19610.0,21590.0,36700.0,45740.0,MSA_M2013_dl_3_OH_WY.xls
2014,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,290.0,14.91,31020.0,13.91,28930.0,9.8,11.12,18.43,22.11,20390.0,23120.0,38340.0,46000.0,MSA_M2014_dl.xlsx
2015,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,320.0,16.52,34360.0,15.78,32820.0,10.65,12.08,20.79,23.24,22150.0,25120.0,43240.0,48350.0,MSA_M2015_dl.xlsx
2016,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,300.0,17.57,36550.0,17.86,37150.0,8.47,13.23,22.4,24.87,17610.0,27520.0,46590.0,51720.0,MSA_M2016_dl.xlsx
2017,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,300.0,16.66,34650.0,16.26,33820.0,8.39,9.93,22.46,25.23,17450.0,20650.0,46710.0,52470.0,MSA_M2017_dl.xlsx
2018,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,250.0,16.41,34140.0,15.38,31980.0,8.59,10.12,20.85,27.04,17870.0,21050.0,43380.0,56250.0,MSA_M2018_dl.xlsx
2019,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,320.0,23.45,48770.0,21.31,44330.0,10.98,15.5,33.44,36.97,22830.0,32250.0,69550.0,76890.0,MSA_M2019_dl.xlsx
2020,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,310.0,26.19,54480.0,26.47,55070.0,15.45,18.11,34.44,37.82,32130.0,37670.0,71630.0,78660.0,MSA_M2020_dl.xlsx
2021,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,310.0,20.27,42170.0,17.11,35580.0,11.07,13.71,23.04,31.3,23030.0,28520.0,47910.0,65110.0,MSA_M2021_dl.xlsx
2022,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,480.0,19.58,40720.0,17.57,36540.0,12.1,13.09,22.83,30.86,25160.0,27230.0,47490.0,64180.0,MSA_M2022_dl.xlsx
2023,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4021,Photographers,460.0,19.46,40480.0,17.94,37320.0,11.11,13.44,23.32,29.4,23110.0,27940.0,48510.0,61150.0,MSA_M2023_dl.xlsx
2024,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,470.0,18.08,37610.0,17.09,35550.0,8.43,13.14,22.56,29.05,17540.0,27340.0,46930.0,60420.0,MSA_M2024_dl.xlsx
2025,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,540.0,19.99,41590.0,18.74,38970.0,8.87,12.56,24.73,31.0,18450.0,26120.0,51430.0,64480.0,MSA_M2025_dl.xlsx
2005,US_national,National,0,U.S.,27-4021,Photographers,58260.0,15.1,31410.0,12.55,26100.0,7.33,8.86,17.97,25.92,15240.0,18420.0,37370.0,53900.0,national_may2005_dl.xls
2006,US_national,National,0,U.S.,27-4021,Photographers,60300.0,15.3,31830.0,12.58,26170.0,7.47,8.98,18.62,27.23,15540.0,18680.0,38730.0,56640.0,national_may2006_dl.xls
2007,US_national,National,0,U.S.,27-4021,Photographers,62370.0,16.35,34010.0,13.32,27720.0,7.77,9.36,19.85,28.79,16170.0,19470.0,41280.0,59890.0,national_May2007_dl.xls
2008,US_national,National,0,U.S.,27-4021,Photographers,61670.0,17.14,35640.0,14.15,29440.0,8.14,9.91,20.93,30.02,16920.0,20620.0,43530.0,62430.0,national__M2008_dl.xls
2009,US_national,National,0,U.S.,27-4021,Photographers,57760.0,17.48,36370.0,14.31,29770.0,8.23,10.17,21.26,29.97,17120.0,21150.0,44230.0,62340.0,national_dl.xls
2010,US_national,National,0,U.S.,27-4021,Photographers,54550.0,17.3,35980.0,14.0,29130.0,8.34,9.96,21.01,30.48,17350.0,20710.0,43700.0,63400.0,national_M2010_dl.xls
2011,US_national,National,0,U.S.,27-4021,Photographers,54410.0,17.59,36580.0,13.88,28860.0,8.39,9.75,21.32,31.5,17450.0,20270.0,44340.0,65510.0,national_M2011_dl.xls
2012,US_national,National,0,U.S.,27-4021,Photographers,56140.0,17.47,36330.0,13.7,28490.0,8.42,9.59,21.12,32.21,17520.0,19950.0,43930.0,66990.0,national_M2012_dl.xls
2013,US_national,National,0,U.S.,27-4021,Photographers,54830.0,17.88,37190.0,14.08,29280.0,8.55,9.88,21.63,31.9,17770.0,20550.0,44980.0,66360.0,national_M2013_dl.xls
2014,US_national,National,0,U.S.,27-4021,Photographers,52250.0,18.44,38350.0,14.66,30490.0,8.71,10.36,22.32,33.14,18120.0,21550.0,46420.0,68930.0,national_M2014_dl.xlsx
2015,US_national,National,0,U.S.,27-4021,Photographers,50070.0,19.37,40280.0,15.24,31710.0,9.06,10.87,23.36,34.71,18850.0,22600.0,48600.0,72200.0,national_M2015_dl.xlsx
2016,US_national,National,0,U.S.,27-4021,Photographers,48660.0,20.5,42640.0,16.38,34070.0,9.19,11.29,25.1,36.65,19110.0,23480.0,52220.0,76220.0,national_M2016_dl.xlsx
2017,US_national,National,0,U.S.,27-4021,Photographers,49320.0,20.17,41940.0,15.62,32490.0,9.33,11.15,24.43,36.09,19400.0,23190.0,50820.0,75080.0,national_M2017_dl.xlsx
2018,US_national,National,0,U.S.,27-4021,Photographers,49560.0,20.56,42770.0,16.35,34000.0,9.54,11.52,25.73,36.71,19850.0,23970.0,53520.0,76360.0,national_M2018_dl.xlsx
2019,US_national,National,0,U.S.,27-4021,Photographers,50620.0,21.85,45440.0,17.44,36280.0,9.92,12.09,27.53,38.19,20630.0,25150.0,57250.0,79440.0,national_M2019_dl.xlsx
2020,US_national,National,0,U.S.,27-4021,Photographers,41600.0,24.18,50290.0,19.85,41280.0,10.78,13.72,30.02,41.76,22410.0,28530.0,62440.0,86850.0,national_M2020_dl.xlsx
2021,US_national,National,0,U.S.,27-4021,Photographers,38420.0,23.18,48210.0,18.73,38950.0,11.8,14.47,28.84,37.38,24540.0,30090.0,60000.0,77760.0,national_M2021_dl.xlsx
2022,US_national,National,0,U.S.,27-4021,Photographers,47380.0,24.14,50210.0,19.31,40170.0,12.98,14.93,28.73,39.64,26990.0,31050.0,59750.0,82450.0,national_M2022_dl.xlsx
2023,US_national,National,0,U.S.,27-4021,Photographers,53630.0,25.67,53380.0,19.6,40760.0,13.71,15.5,30.04,46.03,28510.0,32240.0,62480.0,95740.0,national_M2023_dl.xlsx
2024,US_national,National,0,U.S.,27-4021,Photographers,51230.0,26.76,55650.0,20.44,42520.0,14.23,16.73,29.99,45.56,29610.0,34790.0,62370.0,94760.0,national_M2024_dl.xlsx
2025,US_national,National,0,U.S.,27-4021,Photographers,51760.0,26.64,55410.0,21.47,44660.0,14.82,17.33,30.16,44.14,30820.0,36050.0,62740.0,91810.0,national_M2025_dl.xlsx
2005,TX_state,State,48,Texas,27-4021,Photographers,4390.0,11.83,24610.0,9.67,20110.0,7.06,7.92,13.36,20.4,14690.0,16470.0,27790.0,42430.0,state_may2005_dl.xls
2006,TX_state,State,48,Texas,27-4021,Photographers,4190.0,12.51,26010.0,9.91,20620.0,6.87,7.98,14.3,22.51,14300.0,16590.0,29740.0,46830.0,state_may2006_dl.xls
2007,TX_state,State,48,Texas,27-4021,Photographers,4590.0,12.98,27000.0,10.8,22460.0,6.86,8.32,15.4,22.9,14260.0,17300.0,32020.0,47630.0,state_May2007_dl.xls
2008,TX_state,State,48,Texas,27-4021,Photographers,4740.0,14.29,29720.0,11.78,24510.0,7.27,9.0,17.05,25.91,15110.0,18730.0,35470.0,53900.0,state__M2008_dl.xls
2009,TX_state,State,48,Texas,27-4021,Photographers,4620.0,16.06,33390.0,12.77,26560.0,7.56,9.28,18.61,27.37,15730.0,19310.0,38700.0,56920.0,state_dl.xls
2010,TX_state,State,48,Texas,27-4021,Photographers,4450.0,15.56,32370.0,12.07,25110.0,7.97,9.19,17.48,25.92,16570.0,19110.0,36370.0,53900.0,state_M2010_dl.xls
2011,TX_state,State,48,Texas,27-4021,Photographers,3820.0,15.78,32830.0,11.87,24680.0,8.04,9.04,17.8,25.67,16730.0,18800.0,37020.0,53390.0,state_M2011_dl.xls
2012,TX_state,State,48,Texas,27-4021,Photographers,3520.0,15.1,31420.0,13.01,27060.0,8.16,9.29,18.39,25.11,16980.0,19320.0,38260.0,52230.0,state_M2012_dl.xls
2013,TX_state,State,48,Texas,27-4021,Photographers,3250.0,15.66,32570.0,13.61,28310.0,8.41,9.83,19.63,25.71,17500.0,20450.0,40830.0,53480.0,state_M2013_dl.xls
2014,TX_state,State,48,Texas,27-4021,Photographers,3330.0,16.06,33400.0,14.2,29530.0,8.54,10.26,20.2,26.23,17770.0,21330.0,42010.0,54550.0,state_M2014_dl.xlsx
2015,TX_state,State,48,Texas,27-4021,Photographers,3070.0,20.76,43180.0,14.17,29470.0,9.05,10.72,20.83,28.75,18830.0,22300.0,43320.0,59790.0,state_M2015_dl.xlsx
2016,TX_state,State,48,Texas,27-4021,Photographers,3040.0,21.15,43990.0,13.41,27890.0,8.25,9.76,21.19,30.54,17160.0,20290.0,44080.0,63520.0,state_M2016_dl.xlsx
2017,TX_state,State,48,Texas,27-4021,Photographers,3280.0,21.48,44680.0,12.66,26330.0,8.4,9.82,21.59,31.56,17480.0,20420.0,44920.0,65650.0,state_M2017_dl.xlsx
2018,TX_state,State,48,Texas,27-4021,Photographers,3070.0,16.42,34160.0,13.51,28100.0,8.48,9.75,20.62,29.12,17630.0,20290.0,42890.0,60570.0,state_M2018_dl.xlsx
2019,TX_state,State,48,Texas,27-4021,Photographers,3300.0,24.41,50770.0,18.38,38240.0,9.92,11.81,29.22,37.98,20640.0,24560.0,60790.0,79000.0,state_M2019_dl.xlsx
2020,TX_state,State,48,Texas,27-4021,Photographers,2980.0,27.51,57230.0,22.94,47720.0,10.39,15.96,31.05,40.09,21610.0,33190.0,64580.0,83390.0,state_M2020_dl.xlsx
2021,TX_state,State,48,Texas,27-4021,Photographers,3060.0,19.3,40140.0,16.53,34380.0,9.91,12.17,22.42,32.44,20610.0,25320.0,46640.0,67470.0,state_M2021_dl.xlsx
2022,TX_state,State,48,Texas,27-4021,Photographers,4390.0,17.7,36820.0,14.46,30070.0,10.39,12.49,20.44,28.66,21610.0,25980.0,42510.0,59620.0,state_M2022_dl.xlsx
2023,TX_state,State,48,Texas,27-4021,Photographers,3950.0,17.72,36850.0,15.77,32810.0,10.31,12.85,20.47,27.85,21440.0,26720.0,42580.0,57930.0,state_M2023_dl.xlsx
2024,TX_state,State,48,Texas,27-4021,Photographers,3780.0,19.33,40210.0,17.67,36760.0,10.17,14.78,22.44,29.1,21150.0,30750.0,46680.0,60530.0,state_M2024_dl.xlsx
2025,TX_state,State,48,Texas,27-4021,Photographers,4330.0,21.02,43720.0,19.85,41280.0,11.98,16.82,24.77,30.15,24910.0,34980.0,51510.0,62720.0,state_M2025_dl.xlsx
