SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,COW,MAR,SCHL,SEMP,SEX,WAGP,WKHP,WKWN,ESR,HICOV,HISP,OCCP,PERNP,PINCP,PRIVCOV,PUBCOV,RAC1P,occp_label
2022HU0969044,01,02309,48,1117193,18,59,1,1,22,0,1,140000,45,52,1.0,1,01,2850.0,140000,140000,1,2,1,Writers and Authors
2022HU0970084,02,03400,48,1117193,3,56,1,1,20,0,2,30400,32,52,1.0,1,01,2634.0,30400,30400,1,2,1,Graphic Designers
2022HU0970360,02,05401,48,1117193,13,51,6,1,21,1900,2,0,20,52,1.0,1,01,2850.0,1900,1900,1,2,1,Writers and Authors
2022HU0970785,02,05800,48,1117193,16,44,1,1,21,0,1,29000,40,52,1.0,1,01,2634.0,29000,29000,1,2,1,Graphic Designers
2022HU0971138,01,03802,48,1117193,49,21,1,1,20,0,2,22000,40,52,1.0,1,01,2634.0,22000,22000,1,2,1,Graphic Designers
2022HU0976225,01,04302,48,1117193,6,60,3,1,20,0,1,42000,80,52,1.0,1,01,2910.0,42000,42000,1,1,2,Photographers
2022HU0977615,01,01902,48,1117193,10,55,1,1,16,0,1,30000,40,52,1.0,1,01,2905.0,30000,30000,1,2,6,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU0978048,01,05303,48,1117193,18,41,7,3,19,40000,1,70000,50,48,1.0,1,01,2710.0,110000,130070,1,2,1,Producers and Directors
2022HU0978406,02,02005,48,1117193,21,34,6,1,19,12000,1,0,40,8,1.0,1,01,2910.0,12000,12000,1,2,1,Photographers
2022HU0978413,01,02313,48,1117193,131,39,1,5,22,1000,2,70000,40,40,1.0,1,01,2850.0,71000,71000,1,2,1,Writers and Authors
2022HU0978487,01,02501,48,1117193,29,26,1,1,21,2100,2,54000,40,52,1.0,1,01,2850.0,56100,56100,1,2,1,Writers and Authors
2022HU0978627,01,00700,48,1117193,8,75,2,3,22,50000,1,36000,20,50,1.0,1,01,2751.0,86000,139600,1,1,1,Music Directors and Composers
2022HU0978894,01,02309,48,1117193,13,71,1,1,21,0,2,7400,3,36,1.0,1,01,2752.0,7400,39800,1,1,1,Musicians and Singers
2022HU0980427,02,04622,48,1117193,15,32,1,1,21,0,1,55000,40,52,1.0,1,02,2710.0,55000,55000,1,2,9,Producers and Directors
2022HU0982474,03,04634,48,1117193,17,27,1,5,21,0,2,40000,40,52,1.0,1,01,2634.0,40000,40000,1,2,1,Graphic Designers
2022HU0983419,02,05401,48,1117193,2,54,1,1,22,0,1,140000,50,52,1.0,1,01,2850.0,140000,140000,1,2,1,Writers and Authors
2022HU0983916,02,01904,48,1117193,34,76,2,3,21,0,2,6000,2,44,6.0,1,01,2752.0,6000,114800,1,1,1,Musicians and Singers
2022HU0984027,02,05902,48,1117193,5,32,5,1,21,0,1,60000,45,52,4.0,1,01,2752.0,60000,60600,1,2,1,Musicians and Singers
2022HU0985961,01,02309,48,1117193,8,31,4,1,21,0,2,18000,20,35,1.0,1,01,2634.0,18000,18000,1,2,1,Graphic Designers
2022HU0986981,01,02005,48,1117193,10,62,5,1,21,0,1,0,,,6.0,1,01,2905.0,0,58000,1,2,2,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU0988886,01,05910,48,1117193,14,31,1,5,23,0,2,130000,40,52,1.0,1,01,2850.0,130000,130000,1,2,6,Writers and Authors
2022HU0988958,02,05307,48,1117193,16,35,1,1,21,0,2,75000,50,52,1.0,1,01,2634.0,75000,75000,1,2,1,Graphic Designers
2022HU0989411,01,05309,48,1117193,13,53,1,1,22,0,2,100000,65,52,1.0,1,01,2710.0,100000,100000,1,2,1,Producers and Directors
2022HU0989411,02,05309,48,1117193,13,54,1,1,22,0,1,537000,75,52,1.0,1,01,2710.0,537000,537000,1,2,1,Producers and Directors
2022HU0991567,01,05306,48,1117193,14,33,1,5,21,0,1,2500,25,8,1.0,1,01,2710.0,2500,382500,1,2,1,Producers and Directors
2022HU0996016,01,02313,48,1117193,46,25,2,5,20,12000,2,49000,45,52,1.0,1,01,2634.0,61000,61000,1,2,9,Graphic Designers
2022HU0997054,03,04634,48,1117193,17,43,3,5,22,0,2,90000,40,52,1.0,1,01,2850.0,90000,90000,1,2,1,Writers and Authors
2022HU0997197,01,03502,48,1117193,8,37,6,1,21,0,2,0,,,6.0,2,01,2634.0,0,0,2,2,9,Graphic Designers
2022HU0997952,02,04614,48,1117193,7,27,2,5,17,0,1,20000,8,20,1.0,1,01,2905.0,20000,20000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1004873,02,05307,48,1117193,10,48,6,5,19,25000,1,0,25,48,1.0,2,02,2752.0,25000,22600,2,2,8,Musicians and Singers
2022HU1004873,03,05307,48,1117193,8,23,6,5,16,20000,1,0,12,44,1.0,1,01,2752.0,20000,20000,1,2,1,Musicians and Singers
2022HU1006869,01,05903,48,1117193,9,72,1,2,20,0,2,600,8,20,6.0,1,01,2700.0,600,15800,2,1,1,Actors
2022HU1007686,03,04906,48,1117193,24,50,2,3,21,0,2,75000,45,52,1.0,1,01,2850.0,75000,75000,1,2,1,Writers and Authors
2022HU1008577,03,04802,48,1117193,10,21,4,5,16,0,2,2700,9,36,1.0,2,01,2910.0,2700,2700,2,2,1,Photographers
2022HU1010533,02,05309,48,1117193,12,69,2,1,21,0,2,25000,20,52,1.0,1,01,2751.0,25000,25000,1,1,1,Music Directors and Composers
2022HU1011171,02,02503,48,1117193,26,33,6,5,17,20000,1,0,30,52,1.0,2,02,2752.0,20000,20000,2,2,9,Musicians and Singers
2022HU1012093,01,05303,48,1117193,19,45,1,5,20,11000,1,40000,40,52,1.0,1,01,2634.0,51000,51000,1,2,1,Graphic Designers
2022HU1012543,02,05306,48,1117193,22,60,6,1,19,400,1,0,4,8,2.0,1,01,2850.0,400,4400,1,2,1,Writers and Authors
2022HU1014807,03,04618,48,1117193,7,26,1,5,16,0,1,0,,,6.0,2,01,2905.0,0,0,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1014852,04,06805,48,1117193,8,18,2,5,18,0,2,13000,12,50,1.0,1,02,2752.0,13000,13000,1,2,9,Musicians and Singers
2022HU1017258,02,05307,48,1117193,10,32,6,5,20,32000,1,0,30,52,1.0,1,02,2752.0,32000,32000,1,2,8,Musicians and Singers
2022HU1018014,01,04903,48,1117193,9,68,1,1,18,0,2,0,,,6.0,1,01,2850.0,0,10200,1,1,1,Writers and Authors
2022HU1020011,02,02310,48,1117193,14,33,6,5,19,50000,1,0,40,52,1.0,1,02,2752.0,50000,50000,1,2,8,Musicians and Singers
2022HU1020689,01,01800,48,1117193,14,85,2,1,22,0,2,0,,,6.0,1,01,2752.0,0,11500,1,1,1,Musicians and Singers
2022HU1023703,02,05204,48,1117193,10,45,1,1,16,0,1,65000,48,52,1.0,1,01,2905.0,65000,65000,1,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1024907,01,04614,48,1117193,37,22,1,5,05,0,2,22500,30,52,1.0,2,08,2740.0,22500,22500,2,2,8,Dancers and Choreographers
2022HU1025232,01,05306,48,1117193,37,26,1,5,19,0,2,19400,32,52,1.0,2,02,2710.0,19400,19400,2,2,9,Producers and Directors
2022HU1026306,01,02502,48,1117193,43,22,6,1,21,12000,2,3000,37,52,1.0,1,01,2752.0,15000,15000,1,2,6,Musicians and Singers
2022HU1026482,01,05303,48,1117193,19,35,7,1,22,0,2,90000,60,52,1.0,1,21,2634.0,90000,90000,1,2,1,Graphic Designers
2022HU1026557,01,06604,48,1117193,6,56,6,5,20,6000,1,0,20,26,1.0,2,02,2634.0,6000,6000,2,2,8,Graphic Designers
2022HU1031583,02,04613,48,1117193,9,48,6,1,21,3000,2,0,1,12,2.0,1,01,2700.0,3000,3000,1,2,1,Actors
2022HU1033090,01,05305,48,1117193,3,35,1,3,21,0,2,60000,40,52,1.0,1,01,2710.0,60000,60000,1,2,9,Producers and Directors
2022HU1033090,02,05305,48,1117193,3,46,6,3,18,3000,2,26800,40,25,3.0,1,01,2700.0,29800,51800,1,2,1,Actors
2022HU1033663,02,01908,48,1117193,19,47,6,1,21,2500,2,0,3,25,6.0,1,01,2634.0,2500,2500,1,2,1,Graphic Designers
2022HU1034992,03,04620,48,1117193,27,20,6,5,18,16200,2,0,40,52,1.0,1,01,2910.0,16200,16200,1,2,1,Photographers
2022HU1035175,03,04904,48,1117193,18,23,1,5,21,0,2,30000,40,52,1.0,1,03,2634.0,30000,30000,1,2,9,Graphic Designers
2022HU1035579,02,04609,48,1117193,8,63,6,1,21,20000,2,0,30,52,1.0,1,01,2634.0,20000,22000,1,2,1,Graphic Designers
2022HU1036494,01,05402,48,1117193,9,55,2,1,20,0,1,52000,40,52,1.0,1,01,2905.0,52000,52080,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1037363,01,02501,48,1117193,14,57,1,1,19,0,2,57000,40,52,1.0,1,01,2905.0,57000,57030,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1037363,02,02501,48,1117193,13,45,1,1,19,0,1,57000,40,52,1.0,1,01,2905.0,57000,57000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1041645,01,03000,48,1117193,14,49,5,3,20,0,1,82000,40,52,1.0,1,01,2905.0,82000,82000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1041795,02,01907,48,1117193,22,73,2,1,19,0,2,810,5,10,6.0,1,01,2752.0,810,810,1,1,1,Musicians and Singers
2022HU1041833,02,02320,48,1117193,19,44,6,1,21,37000,2,0,60,52,1.0,2,02,2910.0,37000,37000,2,2,9,Photographers
2022HU1043282,01,02507,48,1117193,12,32,7,1,21,0,2,25000,40,52,1.0,1,01,2910.0,25000,25000,1,2,1,Photographers
2022HU1047220,01,02004,48,1117193,16,32,6,1,21,80000,2,70000,25,45,1.0,1,01,2700.0,150000,150000,1,2,1,Actors
2022HU1047305,01,04620,48,1117193,32,50,2,3,24,0,2,90000,40,52,1.0,1,01,2850.0,90000,90000,1,2,1,Writers and Authors
2022HU1049141,03,04802,48,1117193,7,45,1,5,21,-7300,1,42000,40,52,1.0,1,01,2634.0,34700,34700,1,2,1,Graphic Designers
2022HU1049249,02,04621,48,1117193,19,64,2,1,21,0,2,0,,,6.0,1,01,2850.0,0,45000,1,2,1,Writers and Authors
2022HU1050388,02,05202,48,1117193,11,42,2,1,24,0,2,0,,,6.0,1,01,2752.0,0,0,1,2,1,Musicians and Singers
2022HU1050516,01,03700,48,1117193,5,43,6,5,21,22000,1,0,35,52,1.0,2,01,2752.0,22000,22000,2,2,1,Musicians and Singers
2022HU1050809,01,05301,48,1117193,10,47,7,1,18,5000,1,5000,40,30,6.0,1,02,2752.0,10000,10000,1,2,1,Musicians and Singers
2022HU1052909,02,02600,48,1117193,7,54,1,5,18,0,1,30000,12,52,1.0,1,01,2905.0,30000,40000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1052993,02,02506,48,1117193,18,71,2,1,22,0,2,16000,15,52,1.0,1,01,2752.0,16000,27700,2,1,1,Musicians and Singers
2022HU1054176,01,04601,48,1117193,17,64,6,1,22,-300,2,0,3,4,6.0,1,01,2850.0,-300,-300,2,1,1,Writers and Authors
2022HU1054970,01,04615,48,1117193,12,56,2,1,22,0,1,108000,55,52,1.0,1,01,2710.0,108000,108000,1,2,1,Producers and Directors
2022HU1058642,02,02317,48,1117193,12,28,1,1,21,0,2,5500,40,52,1.0,1,01,2910.0,5500,5500,1,2,1,Photographers
2022HU1062714,01,02001,48,1117193,14,32,1,1,23,0,2,49700,40,52,1.0,1,01,2634.0,49700,49700,1,2,9,Graphic Designers
2022HU1062826,01,04627,48,1117193,12,41,6,1,21,4700,1,0,50,52,1.0,1,02,2634.0,4700,4700,1,2,1,Graphic Designers
2022HU1063381,01,04601,48,1117193,17,46,1,1,20,0,2,83000,45,52,1.0,1,02,2634.0,83000,83000,1,2,9,Graphic Designers
2022HU1063381,02,04601,48,1117193,18,38,1,1,17,0,1,80000,40,52,1.0,1,07,2634.0,80000,80000,1,2,9,Graphic Designers
2022HU1064840,01,02400,48,1117193,3,49,1,1,20,0,2,30000,22,52,1.0,1,01,2634.0,30000,130000,1,2,1,Graphic Designers
2022HU1067271,01,02313,48,1117193,8,30,6,1,16,25000,1,0,40,52,1.0,2,01,2751.0,25000,26000,2,2,1,Music Directors and Composers
2022HU1068589,01,05301,48,1117193,60,31,4,5,22,0,1,58000,40,52,1.0,1,01,2850.0,58000,58000,1,2,2,Writers and Authors
2022HU1070078,01,02509,48,1117193,8,46,1,3,21,0,1,51000,40,26,1.0,1,01,2850.0,51000,61000,1,2,1,Writers and Authors
2022HU1070885,02,06000,48,1117193,41,54,6,1,21,15000,1,0,40,25,6.0,2,01,2910.0,15000,15000,2,2,1,Photographers
2022HU1070979,01,02506,48,1117193,11,61,6,5,18,50000,2,0,24,40,1.0,2,01,2910.0,50000,50000,2,2,1,Photographers
2022HU1071789,02,02006,48,1117193,86,32,7,1,21,0,2,60000,40,52,1.0,1,01,2910.0,60000,60000,1,2,9,Photographers
2022HU1072250,01,06000,48,1117193,10,57,1,1,21,0,1,0,,,6.0,1,01,2905.0,0,0,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1072535,02,00502,48,1117193,9,73,2,1,21,800,2,34000,10,52,1.0,1,01,2752.0,34800,72300,1,1,1,Musicians and Singers
2022HU1075603,03,02400,48,1117193,13,22,1,5,19,0,2,13600,30,52,1.0,1,01,2634.0,13600,13600,1,2,1,Graphic Designers
2022HU1077364,01,07402,48,1117193,7,29,8,1,21,0,1,4000,40,52,1.0,1,01,2752.0,4000,4000,1,2,9,Musicians and Singers
2022HU1078051,02,05910,48,1117193,32,24,1,5,16,0,1,20000,40,46,1.0,1,01,2905.0,20000,20000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1078092,05,02001,48,1117193,14,48,1,1,21,0,1,75000,40,52,1.0,1,01,2634.0,75000,75000,1,2,6,Graphic Designers
2022HU1078388,02,05307,48,1117193,11,43,1,3,21,0,1,250000,40,52,1.0,1,01,2710.0,250000,250000,1,2,1,Producers and Directors
2022HU1078594,01,02514,48,1117193,11,68,6,2,18,15000,2,0,4,42,1.0,1,01,2752.0,15000,26400,2,1,1,Musicians and Singers
2022HU1078825,01,04100,48,1117193,5,74,2,1,24,0,2,6000,4,52,1.0,1,01,2752.0,6000,69800,1,1,1,Musicians and Singers
2022HU1079966,01,00100,48,1117193,1,82,2,1,20,0,1,4500,1,52,1.0,1,01,2751.0,4500,44100,1,1,1,Music Directors and Composers
2022HU1080652,02,02318,48,1117193,6,33,1,1,21,0,2,80000,40,52,1.0,1,02,2710.0,80000,80000,1,2,9,Producers and Directors
2022HU1081746,02,03600,48,1117193,7,70,6,1,21,12000,1,0,15,26,1.0,1,01,2752.0,12000,23200,2,1,9,Musicians and Singers
2022HU1081784,01,05306,48,1117193,16,44,6,1,21,2900,2,0,20,22,1.0,1,01,2910.0,2900,77900,1,2,1,Photographers
2022HU1083947,01,02400,48,1117193,17,25,6,1,21,63000,2,0,35,15,1.0,1,01,2634.0,63000,63000,1,2,1,Graphic Designers
2022HU1086489,02,04623,48,1117193,13,27,6,1,21,2000,2,30000,40,44,1.0,1,01,2910.0,32000,32000,1,2,9,Photographers
2022HU1088063,01,01903,48,1117193,24,57,1,1,01,0,1,28000,40,52,1.0,1,02,2905.0,28000,28000,1,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1088775,03,04639,48,1117193,18,27,2,5,17,0,1,20000,8,20,1.0,1,01,2905.0,20000,20000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1089870,02,01200,48,1117193,4,51,1,1,19,0,1,130000,40,52,1.0,1,01,2710.0,130000,130000,1,2,2,Producers and Directors
2022HU1092760,02,05202,48,1117193,16,33,1,1,20,0,1,43000,40,52,1.0,2,01,2905.0,43000,43000,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1095063,02,05306,48,1117193,14,62,6,3,21,367000,1,0,40,52,1.0,1,01,2710.0,367000,367000,1,2,1,Producers and Directors
2022HU1095480,02,02101,48,1117193,10,50,1,1,20,0,1,35000,40,52,1.0,1,01,2634.0,35000,35000,1,2,1,Graphic Designers
2022HU1095978,01,05307,48,1117193,17,50,6,1,21,367000,1,0,40,52,1.0,1,01,2634.0,367000,367000,1,2,1,Graphic Designers
2022HU1098694,01,05204,48,1117193,26,44,1,3,22,0,2,120000,40,52,1.0,1,01,2850.0,120000,120000,1,2,1,Writers and Authors
2022HU1099125,01,00800,48,1117193,16,33,1,3,21,0,2,45000,45,52,1.0,1,01,2634.0,45000,62000,1,1,1,Graphic Designers
2022HU1101930,02,04904,48,1117193,41,39,2,1,22,0,2,2100,3,30,1.0,1,02,2751.0,2100,2100,1,2,9,Music Directors and Composers
2022HU1102139,01,04612,48,1117193,14,34,2,5,21,0,1,125000,50,52,1.0,2,01,2752.0,125000,125000,2,2,6,Musicians and Singers
2022HU1104767,03,03802,48,1117193,19,16,1,5,13,0,2,500,2,10,6.0,1,01,2700.0,500,500,1,2,1,Actors
2022HU1105496,01,06500,48,1117193,14,26,1,5,16,0,2,48000,24,52,1.0,2,01,2740.0,48000,48000,2,2,1,Dancers and Choreographers
2022HU1106043,01,02004,48,1117193,23,48,1,1,22,0,2,100000,40,46,1.0,1,01,2710.0,100000,100000,1,2,1,Producers and Directors
2022HU1108238,02,05202,48,1117193,68,50,6,5,16,670,1,0,20,52,1.0,1,01,2752.0,670,5290,1,1,1,Musicians and Singers
2022HU1108780,01,04803,48,1117193,18,71,6,2,21,5600,2,0,4,46,6.0,1,01,2752.0,5600,34700,2,1,1,Musicians and Singers
2022HU1109042,02,02315,48,1117193,14,47,1,1,20,0,1,27000,60,51,1.0,2,01,2634.0,27000,27000,2,2,1,Graphic Designers
2022HU1109557,02,04627,48,1117193,11,41,1,1,21,0,2,14000,35,52,1.0,1,01,2910.0,14000,14000,1,2,1,Photographers
2022HU1109780,01,06805,48,1117193,25,26,1,5,21,0,1,49600,45,52,1.0,1,01,2850.0,49600,49600,1,2,1,Writers and Authors
2022HU1109881,01,04626,48,1117193,64,23,6,5,19,22000,1,0,40,52,1.0,1,01,2752.0,22000,22000,1,2,9,Musicians and Singers
2022HU1111737,02,04633,48,1117193,16,43,7,1,19,0,1,0,,,6.0,1,01,2710.0,0,71000,2,1,9,Producers and Directors
2022HU1111824,02,04609,48,1117193,23,67,1,1,19,0,2,3000,8,26,1.0,1,01,2850.0,3000,15000,1,1,1,Writers and Authors
2022HU1112482,02,04601,48,1117193,62,21,1,5,21,0,2,8000,8,20,1.0,1,01,2634.0,8000,8000,1,2,9,Graphic Designers
2022HU1112734,02,01904,48,1117193,13,27,1,5,21,0,1,40000,40,52,1.0,1,01,2710.0,40000,40050,1,2,1,Producers and Directors
2022HU1112754,01,02004,48,1117193,13,49,1,3,19,0,2,92000,40,52,1.0,1,01,2850.0,92000,92000,1,2,1,Writers and Authors
2022HU1113132,02,04603,48,1117193,22,65,2,3,16,0,2,1600,7,52,1.0,1,01,2751.0,1600,1600,2,1,2,Music Directors and Composers
2022HU1114476,01,02200,48,1117193,20,37,1,5,22,0,1,5000,10,26,1.0,1,01,2634.0,5000,5000,1,2,1,Graphic Designers
2022HU1114595,03,04702,48,1117193,20,17,2,5,14,0,1,6300,25,52,1.0,1,01,2905.0,6300,6300,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1115613,03,05908,48,1117193,132,29,2,5,16,0,1,3500,5,30,1.0,2,01,2752.0,3500,3500,2,2,1,Musicians and Singers
2022HU1116467,01,00600,48,1117193,14,63,6,3,15,1400,1,0,2,24,6.0,2,01,2752.0,1400,3600,2,2,1,Musicians and Singers
2022HU1118150,01,02515,48,1117193,18,48,2,5,23,4000,1,62000,40,49,1.0,1,01,2752.0,66000,66000,1,2,1,Musicians and Singers
2022HU1118400,02,02509,48,1117193,11,26,1,5,21,0,2,28000,40,40,1.0,1,01,2634.0,28000,28000,1,2,1,Graphic Designers
2022HU1119187,01,02400,48,1117193,35,51,1,1,19,2000,1,52000,45,52,1.0,1,04,2634.0,54000,54000,1,2,9,Graphic Designers
2022HU1119769,01,02200,48,1117193,23,65,2,1,16,0,1,0,,,6.0,1,01,2905.0,0,25500,1,1,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1121404,02,02516,48,1117193,17,42,6,1,18,0,2,0,,,6.0,1,01,2910.0,0,3000,1,2,1,Photographers
2022HU1122969,01,05304,48,1117193,20,44,4,5,21,0,1,75000,40,52,1.0,1,01,2710.0,75000,90000,1,2,1,Producers and Directors
2022HU1123513,03,03700,48,1117193,1,59,1,3,20,0,2,40000,60,20,6.0,1,01,2634.0,40000,40000,1,1,1,Graphic Designers
2022HU1126645,02,05307,48,1117193,11,29,1,5,21,0,2,78000,30,52,1.0,2,01,2634.0,78000,78000,2,2,1,Graphic Designers
2022HU1126961,03,02311,48,1117193,10,17,6,5,14,5000,2,0,10,20,1.0,1,01,2634.0,5000,5000,1,2,1,Graphic Designers
2022HU1128154,02,03308,48,1117193,18,36,1,5,21,0,1,28400,40,52,1.0,1,02,2634.0,28400,34100,1,2,9,Graphic Designers
2022HU1128964,01,01200,48,1117193,7,59,6,1,22,6000,2,6000,6,20,1.0,1,01,2752.0,12000,24000,1,2,9,Musicians and Singers
2022HU1131065,01,02005,48,1117193,9,50,1,1,21,0,1,165000,40,52,1.0,1,02,2710.0,165000,165000,1,2,9,Producers and Directors
2022HU1131406,03,04637,48,1117193,5,36,1,5,20,0,2,8500,5,48,1.0,1,02,2634.0,8500,21300,2,1,8,Graphic Designers
2022HU1132694,03,04904,48,1117193,27,25,6,5,18,50000,2,5000,40,52,1.0,2,01,2740.0,55000,55000,2,2,1,Dancers and Choreographers
2022HU1133708,01,01909,48,1117193,8,39,6,3,21,70000,2,0,55,52,1.0,2,01,2910.0,70000,70000,2,2,1,Photographers
2022HU1136410,02,02001,48,1117193,31,55,1,1,23,0,1,0,,,3.0,1,01,2710.0,0,0,1,2,1,Producers and Directors
2022HU1137252,01,02507,48,1117193,11,20,6,5,18,8000,2,12000,6,2,1.0,1,01,2850.0,20000,20000,2,1,2,Writers and Authors
2022HU1138050,01,02313,48,1117193,39,29,2,5,23,0,2,110000,90,52,1.0,1,01,2850.0,110000,110000,1,2,6,Writers and Authors
2022HU1142004,02,05903,48,1117193,14,47,6,1,21,5000,1,0,25,52,1.0,1,02,2634.0,5000,5000,1,2,9,Graphic Designers
2022HU1142942,01,05303,48,1117193,7,32,1,5,21,0,2,95000,40,52,1.0,1,01,2850.0,95000,95000,1,2,1,Writers and Authors
2022HU1143974,02,05402,48,1117193,11,21,4,5,20,0,1,9600,8,30,1.0,1,02,2710.0,9600,9600,1,2,8,Producers and Directors
2022HU1145644,01,02501,48,1117193,17,36,2,1,21,0,1,150000,40,52,1.0,1,01,2710.0,150000,150000,1,2,1,Producers and Directors
2022HU1145728,01,04638,48,1117193,9,27,6,5,21,3000,2,3000,25,35,3.0,2,01,2634.0,6000,10800,2,2,6,Graphic Designers
2022HU1147921,02,02315,48,1117193,17,37,7,5,22,0,1,78000,54,52,1.0,1,01,2710.0,78000,78000,1,2,1,Producers and Directors
2022HU1148821,01,05909,48,1117193,10,57,1,1,19,0,1,0,,,6.0,1,01,2710.0,0,161170,1,2,1,Producers and Directors
2022HU1149848,01,02512,48,1117193,17,28,2,1,22,0,2,52000,40,52,1.0,1,02,2710.0,52000,77000,1,2,8,Producers and Directors
2022HU1150437,02,01600,48,1117193,34,24,6,1,21,80000,1,0,20,52,1.0,1,02,2634.0,80000,80000,1,2,9,Graphic Designers
2022HU1150783,01,02004,48,1117193,25,63,1,1,20,0,1,70000,40,52,1.0,1,01,2910.0,70000,70000,1,2,1,Photographers
2022HU1151699,03,01800,48,1117193,13,20,1,5,15,2700,1,15000,40,12,6.0,1,01,2905.0,17700,17760,1,2,2,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1151892,01,04604,48,1117193,26,54,1,1,22,0,2,57000,35,52,1.0,1,01,2710.0,57000,57000,1,2,1,Producers and Directors
2022HU1154747,03,05100,48,1117193,20,41,1,5,21,0,1,10000,32,40,1.0,2,01,2634.0,10000,10000,2,2,1,Graphic Designers
2022HU1155153,02,04631,48,1117193,12,45,6,1,21,3000,2,0,1,12,2.0,1,01,2700.0,3000,3000,1,2,1,Actors
2022HU1157208,01,02310,48,1117193,14,70,6,3,19,12000,2,0,9,36,1.0,1,01,2634.0,12000,39600,2,1,1,Graphic Designers
2022HU1162748,01,05303,48,1117193,12,45,1,5,20,0,2,70000,40,52,1.0,1,01,2710.0,70000,70000,1,2,2,Producers and Directors
2022HU1163127,02,02101,48,1117193,16,69,7,1,16,0,1,30000,40,6,1.0,1,01,2752.0,30000,43200,1,1,1,Musicians and Singers
2022HU1163186,02,02322,48,1117193,10,69,2,1,18,2000,1,103000,40,52,1.0,1,01,2905.0,105000,132300,1,1,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2022HU1164003,02,03700,48,1117193,2,67,2,1,21,6000,1,18000,40,52,1.0,1,01,2751.0,24000,25000,2,1,1,Music Directors and Composers
2022HU1164447,04,04625,48,1117193,17,25,6,5,19,5000,1,0,5,20,3.0,1,01,2910.0,5000,5000,1,2,6,Photographers
2022HU1164633,01,06603,48,1117193,50,22,2,5,20,1200,1,20000,40,52,1.0,2,02,2752.0,21200,21230,2,2,1,Musicians and Singers
2022HU1167518,02,01000,48,1117193,8,32,1,5,21,0,1,8600,27,52,1.0,1,01,2710.0,8600,19500,2,1,1,Producers and Directors
2022HU1168040,02,02600,48,1117193,10,66,1,1,18,0,2,0,,,6.0,1,01,2850.0,0,29800,2,1,1,Writers and Authors
2022HU1168298,02,06802,48,1117193,23,27,1,5,21,400,2,16100,40,37,3.0,1,02,2634.0,16500,16500,1,2,1,Graphic Designers
2022HU1169833,01,05307,48,1117193,15,50,6,1,22,5000,1,0,10,8,6.0,1,01,2710.0,5000,5000,1,2,1,Producers and Directors
2022HU1171328,01,07402,48,1117193,23,39,1,5,19,0,1,26000,40,52,1.0,1,01,2634.0,26000,26000,1,2,1,Graphic Designers
2022HU1172821,02,06807,48,1117193,9,33,2,1,24,0,1,40000,40,52,1.0,2,02,2751.0,40000,40000,2,2,8,Music Directors and Composers
